original_path,size_bytes,decision
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/feaLib/__pycache__/lookupDebugInfo.cpython-312.pyc,725,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/feaLib/__pycache__/parser.cpython-312.pyc,114348,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/feaLib/__pycache__/variableScalar.cpython-312.pyc,13152,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/feaLib/__pycache__/__init__.cpython-312.pyc,270,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/feaLib/__pycache__/__main__.cpython-312.pyc,3297,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/fontBuilder.py,34280,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/help.py,1125,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/base.py,2389,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/cmap.py,6728,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/layout.py,16075,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/options.py,2501,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/tables.py,10958,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/unicode.py,4273,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/util.py,3378,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__init__.py,8256,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__main__.py,94,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/base.cpython-312.pyc,3884,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/cmap.cpython-312.pyc,6488,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/layout.cpython-312.pyc,23793,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/options.cpython-312.pyc,3244,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/tables.cpython-312.pyc,13039,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/unicode.cpython-312.pyc,1785,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/util.cpython-312.pyc,7548,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/__init__.cpython-312.pyc,11505,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/merge/__pycache__/__main__.cpython-312.pyc,362,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/arrayTools.py,11483,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/bezierTools.c,1837643,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/bezierTools.cpython-312-x86_64-linux-gnu.so,4786296,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/bezierTools.py,45240,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/classifyTools.py,5613,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/cliTools.py,1862,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/configTools.py,11229,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/cython.py,682,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/dictTools.py,2417,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/eexec.py,3331,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/encodingTools.py,2073,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/enumTools.py,502,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/etree.py,16304,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filenames.py,8223,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_base.py,4010,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_copy.py,1361,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_errors.py,641,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_info.py,2013,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_osfs.py,5737,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_path.py,1745,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_subfs.py,3028,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_tempfs.py,924,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_tools.py,972,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_walk.py,1655,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/_zipfs.py,6301,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__init__.py,2011,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_base.cpython-312.pyc,7405,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_copy.cpython-312.pyc,2456,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_errors.cpython-312.pyc,2278,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_info.cpython-312.pyc,3993,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_osfs.cpython-312.pyc,9248,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_path.cpython-312.pyc,2905,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_subfs.cpython-312.pyc,7085,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_tempfs.cpython-312.pyc,1849,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_tools.cpython-312.pyc,1600,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_walk.cpython-312.pyc,3234,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/_zipfs.cpython-312.pyc,10948,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/filesystem/__pycache__/__init__.cpython-312.pyc,2216,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/fixedTools.py,7668,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/intTools.py,586,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/iterTools.py,390,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/lazyTools.py,1020,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/loggingTools.py,19933,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/macCreatorType.py,1593,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/macRes.py,8579,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/plistlib/py.typed,0,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/plistlib/__init__.py,21113,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/plistlib/__pycache__/__init__.cpython-312.pyc,26660,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/psCharStrings.py,43468,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/psLib.py,12099,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/psOperators.py,15700,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/py23.py,2238,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/roundTools.py,3173,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/sstruct.py,7009,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/symfont.py,6977,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/testTools.py,7052,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/textTools.py,3483,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/timeTools.py,2234,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/transform.py,15798,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/treeTools.py,1269,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/vector.py,4062,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/visitor.py,5754,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/xmlReader.py,6580,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/xmlWriter.py,7374,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__init__.py,75,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/arrayTools.cpython-312.pyc,15022,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/bezierTools.cpython-312.pyc,56879,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/classifyTools.cpython-312.pyc,6754,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/cliTools.cpython-312.pyc,2574,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/configTools.cpython-312.pyc,15878,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/cython.cpython-312.pyc,1174,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/dictTools.cpython-312.pyc,3921,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/eexec.cpython-312.pyc,4476,excluded: virtual environment/cache/binary dependency
a10_rpt_phase1_selected/.venv/lib/python3.12/site-packages/fontTools/misc/__pycache__/encodingTools.cpython-312.pyc,1838,excluded: virtual environment/cache/binary dependency
